kepid,kepoi_name,koi_disposition,tce_plnt_num,pca
9016295,K00925.01,FALSE POSITIVE,1,8149225689.773822
9077124,K00926.01,CONFIRMED,1,443975503.2077518
9097120,K00927.01,FALSE POSITIVE,1,8149225689.651787
9140402,K00928.01,CANDIDATE,1,123403713.36583394
9141746,K00929.01,CONFIRMED,1,8149225689.634102
9141746,K00929.02,CONFIRMED,2,-2411168291.969267
9159275,K00930.01,FALSE POSITIVE,1,-2075023002.829423
9166862,K00931.01,CONFIRMED,1,8149225689.739765
9166870,K00932.01,FALSE POSITIVE,1,1269757784.4644072
9171801,K00933.01,FALSE POSITIVE,1,-1197212574.59455
9334289,K00934.01,CONFIRMED,1,475731170.39774555
9334289,K00934.02,CONFIRMED,2,-2159836825.667948
9334289,K00934.03,CONFIRMED,3,-2148629169.417582
9347899,K00935.01,CONFIRMED,1,-731023321.1247
9347899,K00935.02,CONFIRMED,2,-1514798861.9167497
9347899,K00935.03,CONFIRMED,3,-2235426902.013665
9347899,K00935.04,CANDIDATE,4,-2489479257.9993033
9388479,K00936.01,CONFIRMED,1,2418621709.529122
9388479,K00936.02,CONFIRMED,2,6506594863.348254
9406990,K00937.01,CONFIRMED,1,-1727949985.8578556
9415172,K00938.01,CONFIRMED,1,-1290350425.5741746
9415172,K00938.02,CONFIRMED,2,-854954484.4060069
9415172,K00938.03,CONFIRMED,3,-2159437659.1032195
9466668,K00939.01,CONFIRMED,1,-1099993191.0270436
9466668,K00939.02,CONFIRMED,2,-1848665013.321833
9466668,K00939.03,CONFIRMED,3,-1182781804.7530363
9466668,K00939.04,CONFIRMED,4,-2216560380.2316527
9479273,K00940.01,CONFIRMED,1,5171258204.616798
9480189,K00941.01,CONFIRMED,1,1932227575.890257
9480189,K00941.02,CONFIRMED,2,-307728720.19846374
9480189,K00941.03,CONFIRMED,3,904251416.340308
9512687,K00942.01,CONFIRMED,1,-399321948.6200374
9513865,K00943.01,CONFIRMED,1,-237191750.8686189
9595686,K00944.01,CANDIDATE,1,5933247554.235775
9605514,K00945.01,CANDIDATE,1,-2154278308.4058175
9605514,K00945.02,CANDIDATE,2,-2176661052.917312
9605514,K00945.03,FALSE POSITIVE,3,-2569037732.9805894
9661877,K00946.01,FALSE POSITIVE,1,-1664914268.7216291
9710326,K00947.01,CONFIRMED,1,-1085042584.5078177
9761882,K00948.01,CONFIRMED,1,-1920801895.0477538
9766437,K00949.01,CONFIRMED,1,-1045766749.8954629
9772531,K00950.01,CANDIDATE,1,8149225689.679639
9775938,K00951.01,CONFIRMED,1,736821022.0825145
9775938,K00951.02,CONFIRMED,2,-1866111971.1114573
9787239,K00952.01,CONFIRMED,1,176859721.00079024
9787239,K00952.02,CONFIRMED,2,-1380100813.20641
9787239,K00952.03,CONFIRMED,3,-1439703178.8960445
9787239,K00952.04,CONFIRMED,4,-1373821678.5489857
9787239,K00952.05,CONFIRMED,5,-1062928475.2479875
9820483,K00953.01,CONFIRMED,1,5362968887.944741
9823457,K00954.01,CONFIRMED,1,-841687000.826129
9823457,K00954.02,CONFIRMED,2,-2006554751.4728978
9825625,K00955.01,CONFIRMED,1,-1273027425.7367995
9875711,K00956.01,CONFIRMED,1,1849451260.6993551
7661409,K00957.01,FALSE POSITIVE,1,-1856843035.403617
1026957,K00958.01,CANDIDATE,1,3650965542.1561346
10002261,K00959.01,CANDIDATE,1,8149225689.823087
8176650,K00960.01,FALSE POSITIVE,1,8149225689.81932
8561063,K00961.01,CONFIRMED,1,8149224546.845415
8561063,K00961.02,CONFIRMED,2,6589620763.019585
8561063,K00961.03,CONFIRMED,3,1038075119.7898176
10657664,K00964.01,FALSE POSITIVE,1,8149225689.923657
3337351,K00965.01,FALSE POSITIVE,1,8149225689.923177
3233043,K00966.01,FALSE POSITIVE,1,8149224848.142127
6579806,K00967.01,FALSE POSITIVE,1,8149225689.679074
3560301,K00968.01,FALSE POSITIVE,1,-2239182816.175217
4044005,K00969.01,FALSE POSITIVE,1,8149225689.681402
11502218,K00970.01,FALSE POSITIVE,1,4458138062.116209
11180361,K00971.01,CANDIDATE,1,3705057949.9572062
11013201,K00972.01,CANDIDATE,1,4714644529.119297
11013201,K00972.02,FALSE POSITIVE,2,-1711607113.8959203
9414417,K00974.01,CANDIDATE,1,-1614087611.5535262
3632418,K00975.01,CONFIRMED,1,1083162967.9709756
3441784,K00976.01,FALSE POSITIVE,1,7473069579.140642
11192141,K00977.01,CANDIDATE,1,4919190225.705031
11494130,K00978.01,FALSE POSITIVE,1,-1940787044.9725323
5648449,K00979.01,FALSE POSITIVE,1,8149224875.86131
12167361,K00980.01,FALSE POSITIVE,1,8149225438.852108
1433962,K00982.01,FALSE POSITIVE,1,-1908114422.40305
11607193,K00983.02,FALSE POSITIVE,2,1133266022.6755836
1161345,K00984.01,CANDIDATE,1,8149224490.929904
10227501,K00985.01,FALSE POSITIVE,1,-943888169.8930444
2854698,K00986.01,CONFIRMED,1,-811317010.5765704
2854698,K00986.02,CONFIRMED,2,-2389912389.637841
7295235,K00987.01,CONFIRMED,1,3436854104.7051754
2302548,K00988.01,CONFIRMED,1,675327283.0004468
2302548,K00988.02,CONFIRMED,2,-1152494050.7667398
10154388,K00991.01,CONFIRMED,1,-1323410566.648087
1432789,K00992.01,CONFIRMED,1,-2252292125.0355
1432789,K00992.02,CANDIDATE,2,-2407305710.012264
1718189,K00993.01,CONFIRMED,1,-2122780199.7251098
1718189,K00993.02,CONFIRMED,2,-2322430167.8477135
1718189,K00993.03,FALSE POSITIVE,3,-2543160445.075105
1431122,K00994.01,CANDIDATE,1,-1666765062.5844285
3858949,K00995.01,FALSE POSITIVE,1,-2353638243.8500204
3858824,K00996.01,FALSE POSITIVE,1,-2247861223.1164813
1432214,K00998.01,FALSE POSITIVE,1,8149225689.684909
2165002,K00999.01,CONFIRMED,1,-1733198942.166795
2165002,K00999.02,CONFIRMED,2,-2255971904.4874763
2441728,K01000.01,FALSE POSITIVE,1,314893664.8805913
1871056,K01001.01,CONFIRMED,1,-2120016252.7212005
1871056,K01001.02,CONFIRMED,2,-2522836147.677611
1865042,K01002.01,CONFIRMED,1,-1161007920.9059904
2438502,K01003.01,FALSE POSITIVE,1,7789687694.626822
2309585,K01004.01,FALSE POSITIVE,1,-1317314477.4643972
5780460,K01005.01,CONFIRMED,1,-748848302.663323
5738346,K01006.01,FALSE POSITIVE,1,-1981503731.9165683
1725016,K01007.01,CONFIRMED,1,-2196338807.9044733
1722276,K01008.01,FALSE POSITIVE,1,-1324927083.6434405
892772,K01009.01,FALSE POSITIVE,1,-2233741729.0479555
5728283,K01011.01,FALSE POSITIVE,1,8149225689.919285
8127639,K01012.01,FALSE POSITIVE,1,1112658644.3563251
6047498,K01013.01,FALSE POSITIVE,1,1645319755.63243
8125580,K01014.01,CONFIRMED,1,-1597770497.0561004
8158127,K01015.01,CONFIRMED,1,-1558663301.339464
8158127,K01015.02,CONFIRMED,2,-2103596426.3102436
8158127,K01015.03,CANDIDATE,3,-2441460948.633484
8176653,K01016.01,FALSE POSITIVE,1,3747462671.8563013
8174625,K01017.01,CONFIRMED,1,-1522003739.320651
8183911,K01018.01,FALSE POSITIVE,1,-2164759248.832076
2309719,K01020.01,FALSE POSITIVE,1,8149225689.668699
2558363,K01021.01,FALSE POSITIVE,1,-1353929878.1865802
2716853,K01022.01,CONFIRMED,1,-2143085200.4150693
2716853,K01022.02,FALSE POSITIVE,2,-2509436628.353212
2445154,K01023.01,FALSE POSITIVE,1,-2165902118.5028577
2715135,K01024.01,CONFIRMED,1,657317431.6021727
2574201,K01025.01,FALSE POSITIVE,1,-2436918518.5101304
2166206,K01028.01,FALSE POSITIVE,1,-1926008388.8575716
2164169,K01029.01,CANDIDATE,1,-2239747775.807467
2574338,K01030.01,CANDIDATE,1,-1989621507.5568984
2584163,K01031.01,CONFIRMED,1,-2478434143.4634566
5899544,K01034.01,FALSE POSITIVE,1,5371562353.710691
5963222,K01035.01,FALSE POSITIVE,1,8149225689.825504
5982353,K01036.01,FALSE POSITIVE,1,8149225689.905787
6205468,K01037.01,FALSE POSITIVE,1,-1159465356.4807043
5802486,K01039.01,FALSE POSITIVE,1,3137364818.601689
5817553,K01040.01,FALSE POSITIVE,1,-1602815669.2350073
5982368,K01041.01,FALSE POSITIVE,1,298870325.5907194
5816811,K01042.01,FALSE POSITIVE,1,-801094472.0236913
5816165,K01043.01,FALSE POSITIVE,1,2373484805.2505956
5802246,K01044.01,FALSE POSITIVE,1,-999210707.7976049
6066403,K01045.01,FALSE POSITIVE,1,591644660.6023679
5988031,K01047.01,FALSE POSITIVE,1,-2187021100.6074624
5820218,K01048.01,FALSE POSITIVE,1,-1215110290.999136
5876368,K01049.01,FALSE POSITIVE,1,3791003305.0781164
5809890,K01050.01,CONFIRMED,1,4298909080.306026
5809890,K01050.02,CONFIRMED,2,535471498.16531813
6131236,K01051.01,CANDIDATE,1,-1997225657.766906
5956342,K01052.01,CONFIRMED,1,-2076620706.9317148
5956342,K01052.02,CONFIRMED,2,-2111605798.3084757
5956342,K01052.03,CONFIRMED,3,-2499784086.809669
5956342,K01052.04,CONFIRMED,4,-2454463732.9472466
5956656,K01053.01,CONFIRMED,1,-736394052.0416713
5956656,K01053.02,CANDIDATE,2,-2506168254.909032
5866099,K01055.01,FALSE POSITIVE,1,-1153308966.9769657
6066416,K01057.01,FALSE POSITIVE,1,-991017918.1531984
6124941,K01058.01,CANDIDATE,1,2192309919.1524043
6060203,K01059.01,CONFIRMED,1,-529551490.75485986
5880320,K01060.01,CONFIRMED,1,-2144241377.0017734
5880320,K01060.02,CONFIRMED,2,-1974609366.964864
5880320,K01060.03,CONFIRMED,3,-2445920746.365067
5880320,K01060.04,CONFIRMED,4,-2455877641.2835417
6037187,K01061.01,CONFIRMED,1,-2254207748.6755476
6147122,K01062.01,FALSE POSITIVE,1,-2114338390.6577866
8257407,K01063.01,FALSE POSITIVE,1,-2767555499.6536837
8218274,K01064.01,CANDIDATE,1,8149225689.687106
8242681,K01065.01,FALSE POSITIVE,1,8149225689.77287
8260218,K01066.01,CANDIDATE,1,8149225689.619829
8246781,K01067.01,FALSE POSITIVE,1,8149225689.680851
8264070,K01068.01,FALSE POSITIVE,1,718552886.7021196
8222813,K01069.01,CONFIRMED,1,-617140176.0782796
8222813,K01069.02,CONFIRMED,2,-576837821.0971688
8240904,K01070.01,CONFIRMED,1,-1860620889.336885
8240904,K01070.02,CONFIRMED,2,-2432454815.3548245
8244190,K01071.01,FALSE POSITIVE,1,-557812212.9257947
8229696,K01072.01,CONFIRMED,1,-1600858744.3461595
8262210,K01073.01,FALSE POSITIVE,1,-1779530663.4764829
10272640,K01074.01,CONFIRMED,1,8149225689.700601
10232123,K01075.01,CANDIDATE,1,8149225689.714486
10223616,K01076.01,FALSE POSITIVE,1,-685246246.2632283
10268907,K01077.01,FALSE POSITIVE,1,21173908.61564544
10166274,K01078.01,CONFIRMED,1,934667534.4516993
10166274,K01078.02,CONFIRMED,2,16071720.51266213
10166274,K01078.03,CONFIRMED,3,-1675685235.2295027
10158990,K01080.01,FALSE POSITIVE,1,-1138680248.3554296
10149023,K01081.01,FALSE POSITIVE,1,-2148541865.750413
10141900,K01082.01,CANDIDATE,1,-1965802125.3277042
10141900,K01082.02,CANDIDATE,2,-982586303.2778676
10141900,K01082.03,CONFIRMED,3,-2060369885.8500974
10141900,K01082.04,CANDIDATE,4,-2382210037.6024766
10157458,K01083.01,CONFIRMED,1,-2075683887.671946
10157458,K01083.02,CANDIDATE,2,-2398773442.719119
10148521,K01084.01,FALSE POSITIVE,1,922197499.1141356
10118816,K01085.01,CANDIDATE,1,-1988006307.1194909
10122255,K01086.01,CONFIRMED,1,-2114917425.1824603
3124412,K01087.01,FALSE POSITIVE,1,2379428977.563361
3113266,K01088.01,FALSE POSITIVE,1,8149224842.19767
3247268,K01089.01,CONFIRMED,1,936428465.6719528
3247268,K01089.02,CANDIDATE,2,657770879.8529788
3232859,K01090.01,FALSE POSITIVE,1,8149225239.092309
3098184,K01091.01,FALSE POSITIVE,1,-797945425.8472365
3239636,K01093.01,FALSE POSITIVE,1,-1661888641.4026875
2721030,K01094.01,CONFIRMED,1,-1584964157.754347
3329204,K01095.01,CANDIDATE,1,197997294.68421325
3240706,K01098.01,FALSE POSITIVE,1,-1812596012.659984
2853093,K01099.01,CONFIRMED,1,-1274232376.6755888
3228824,K01100.01,FALSE POSITIVE,1,-2228875233.931697
3245969,K01101.01,CONFIRMED,1,-1836392333.3115385
3231341,K01102.01,CONFIRMED,1,-2256609797.3331122
3231341,K01102.02,CONFIRMED,2,-2100786890.0493581
3231341,K01102.03,CONFIRMED,3,-2225597039.9414835
3231341,K01102.04,CONFIRMED,4,-2676403497.868966
2860866,K01103.01,CANDIDATE,1,-2124006386.6342223
2851100,K01104.01,FALSE POSITIVE,1,-340799653.6903893
3130300,K01105.01,FALSE POSITIVE,1,-1845493032.069547
3240158,K01106.01,CONFIRMED,1,-1534009961.7234168
3240158,K01106.02,CONFIRMED,2,-2474427603.4135923
3240158,K01106.03,CANDIDATE,3,-2608218969.9198685
3228959,K01107.01,FALSE POSITIVE,1,-2342281239.3545146
3218908,K01108.01,CONFIRMED,1,-1774839401.0697312
3218908,K01108.02,CONFIRMED,2,-2701542259.483886
3218908,K01108.03,CONFIRMED,3,-1322798193.2597165
2837111,K01110.01,CONFIRMED,1,-2149154506.683611
2837111,K01110.02,FALSE POSITIVE,2,-2399957438.9965644
3120276,K01111.01,FALSE POSITIVE,1,-2343131514.485064
3109930,K01112.01,CANDIDATE,1,-2234523972.7865424
2854914,K01113.01,CONFIRMED,1,-1796538237.955992
2854914,K01113.02,CONFIRMED,2,-2222851640.597639
3337425,K01114.01,FALSE POSITIVE,1,-1691154095.015726
3116412,K01115.01,CONFIRMED,1,-2024520082.96636
2849805,K01116.01,CONFIRMED,1,-264501216.96343404
3114811,K01117.01,CONFIRMED,1,-1963620511.5165894
2853446,K01118.01,CANDIDATE,1,-1740207955.3542023
3003992,K01119.01,FALSE POSITIVE,1,-1651787100.25705
3003992,K01119.02,FALSE POSITIVE,2,-1964410052.034132
6307537,K01120.01,FALSE POSITIVE,1,8149225689.922484
6359798,K01121.01,FALSE POSITIVE,1,8149225689.904991
6311681,K01122.01,FALSE POSITIVE,1,2963678187.2627025
6365321,K01123.01,FALSE POSITIVE,1,8149224354.573868
6301035,K01124.01,FALSE POSITIVE,1,183819753.14609995
6292162,K01125.01,FALSE POSITIVE,1,-214078057.97594675
6307521,K01126.01,FALSE POSITIVE,1,-2533887466.030729
6307521,K01126.02,FALSE POSITIVE,2,-2711615020.607875
6359320,K01127.01,CONFIRMED,1,-1738948430.535111
6359320,K01127.02,CONFIRMED,2,-2444460922.4204793
6359320,K01127.03,CANDIDATE,3,-2265480663.5235944
6362874,K01128.01,CONFIRMED,1,1916327845.8885913
6272413,K01129.01,CONFIRMED,1,-1782473460.2784476
8279765,K01130.01,FALSE POSITIVE,1,8149225689.91863
8435247,K01131.01,CANDIDATE,1,8149224543.970268
8330548,K01132.01,FALSE POSITIVE,1,8149225689.958499
8374494,K01133.01,FALSE POSITIVE,1,2378642919.539961
8414907,K01134.01,FALSE POSITIVE,1,-1972132131.9139407
8414907,K01134.02,FALSE POSITIVE,2,-2447652747.382288
8397446,K01135.01,FALSE POSITIVE,1,-1524809930.1880736
8386035,K01136.01,FALSE POSITIVE,1,-2448746970.653751
8332986,K01137.01,FALSE POSITIVE,1,8149225689.678582
8415745,K01138.01,FALSE POSITIVE,1,-509847309.20043945
8378634,K01139.01,FALSE POSITIVE,1,-382237157.5080348
8397675,K01140.01,CANDIDATE,1,-2767555762.0297275
8346392,K01141.01,CONFIRMED,1,-1830964385.7540295
8288947,K01142.01,CONFIRMED,1,-1175569210.9413106
8312852,K01143.01,FALSE POSITIVE,1,-1653903909.776141
8302450,K01144.01,FALSE POSITIVE,1,-1454911335.4196818
8313667,K01145.01,CANDIDATE,1,-2385640196.382893
8351704,K01146.01,CONFIRMED,1,-1920462634.1567006
8299955,K01147.01,FALSE POSITIVE,1,-1246000102.6144116
8410727,K01148.01,CONFIRMED,1,-2095221933.6556244
8410727,K01148.02,CONFIRMED,2,-2545104960.402772
8278371,K01150.01,CONFIRMED,1,405464145.8363758
8280511,K01151.01,CONFIRMED,1,-1708387423.417141
8280511,K01151.02,CONFIRMED,2,-1869140711.5343034
8280511,K01151.03,CONFIRMED,3,-2099197651.8648894
8280511,K01151.04,CANDIDATE,4,-2475840568.814355
8280511,K01151.05,CANDIDATE,5,-2542196576.890976
10287248,K01152.01,FALSE POSITIVE,1,8149225689.912251
10351767,K01153.01,FALSE POSITIVE,1,8149225689.949432
10295951,K01154.01,CANDIDATE,1,8149225689.916513
10342041,K01155.01,FALSE POSITIVE,1,8149225689.9572115
10514770,K01156.01,FALSE POSITIVE,1,8149224757.08279
10342065,K01157.01,FALSE POSITIVE,1,1668370969.35706
10352945,K01158.01,FALSE POSITIVE,1,-2324601664.3843207
10354039,K01159.01,CANDIDATE,1,-1723612074.1849675
10330115,K01160.01,CONFIRMED,1,-1567999494.3387465
10426656,K01161.01,CONFIRMED,1,-1631297671.579202
10426656,K01161.02,CONFIRMED,2,-1966382016.2882013
10426656,K01161.03,CONFIRMED,3,-1621132614.655841
10528068,K01162.01,CONFIRMED,1,-1500734123.6334896
10468940,K01163.01,CONFIRMED,1,-83753980.53194919
10468940,K01163.02,CONFIRMED,2,-2084913665.9668121
10341831,K01164.01,FALSE POSITIVE,1,-1588001992.9482381
10337517,K01165.01,CANDIDATE,1,755052658.9435596
10337517,K01165.02,CONFIRMED,2,-2161681134.741127
10351231,K01166.01,CANDIDATE,1,-1630679487.2163076
10485179,K01167.01,FALSE POSITIVE,1,-2029152134.4058459
10319385,K01169.01,CANDIDATE,1,726768908.4315964
10482160,K01170.01,CANDIDATE,1,-457539254.1473384
10341913,K01172.01,FALSE POSITIVE,1,-2318029624.5026274
10480921,K01173.01,FALSE POSITIVE,1,-1969212873.1398733
10350571,K01175.01,CONFIRMED,1,-2462087034.9228992
10350571,K01175.02,CANDIDATE,2,-2502274218.187564
10350571,K01175.03,FALSE POSITIVE,3,-2602538060.6777353
3749365,K01176.01,CONFIRMED,1,8149225689.747009
3547091,K01177.01,FALSE POSITIVE,1,8149225689.769117
3869825,K01178.01,FALSE POSITIVE,1,4742452562.571784
3655332,K01179.01,FALSE POSITIVE,1,3605603379.72277
4042026,K01180.01,FALSE POSITIVE,1,5459630148.282668
3344419,K01181.01,FALSE POSITIVE,1,902036832.528079
3865567,K01182.01,FALSE POSITIVE,1,-30274211.850451123
3544689,K01183.01,FALSE POSITIVE,1,2823011341.063251
4037164,K01184.01,FALSE POSITIVE,1,5891833932.552869
3443790,K01185.01,FALSE POSITIVE,1,8149225689.876961
3966912,K01186.01,FALSE POSITIVE,1,-2334917333.7807455
3848972,K01187.01,FALSE POSITIVE,1,8149224634.207229
3860441,K01188.01,FALSE POSITIVE,1,-1282247238.145829
3765771,K01189.01,FALSE POSITIVE,1,2317619906.80045
3557341,K01190.01,FALSE POSITIVE,1,-1584055915.338571
3859628,K01191.01,CANDIDATE,1,-2027299988.6025796
3644071,K01192.02,FALSE POSITIVE,2,-1971597687.7438152
3942446,K01193.01,CANDIDATE,1,-343754571.4095122
3554031,K01194.01,CONFIRMED,1,-1786850891.8630183
3554031,K01194.02,FALSE POSITIVE,2,-1933898407.6552153
3554031,K01194.03,CONFIRMED,3,-2439513121.99077
3644523,K01195.01,FALSE POSITIVE,1,-2600794861.8760595
3348082,K01196.01,FALSE POSITIVE,1,-1662858989.0742214
3348082,K01196.02,CONFIRMED,2,-2346958002.9100304
3348082,K01196.03,CONFIRMED,3,-2514531050.1938686
3853673,K01197.01,FALSE POSITIVE,1,2032412714.2522933
3447722,K01198.01,CONFIRMED,1,-2225888339.717214
3447722,K01198.02,CONFIRMED,2,-2463277976.0326056
3447722,K01198.03,CONFIRMED,3,-2433504889.5819945
3859079,K01199.01,CONFIRMED,1,-2096529073.8094094
4061149,K01201.01,CANDIDATE,1,-419552099.0948893
3444588,K01202.01,CONFIRMED,1,-162388784.0153455
3962243,K01203.01,CONFIRMED,1,-2354257416.2596316
3962243,K01203.02,CONFIRMED,2,-2129442755.3848438
3962243,K01203.03,CONFIRMED,3,-2546266261.249111
3438507,K01204.01,CONFIRMED,1,-2211613702.8263474
3869014,K01205.01,CONFIRMED,1,-1880778745.3417232
3732821,K01207.01,CONFIRMED,1,-1594553444.1289325
3962357,K01210.01,CONFIRMED,1,-2346050776.108964
3858704,K01211.01,FALSE POSITIVE,1,-1754909468.6783514
3749134,K01212.01,CONFIRMED,1,-2315356939.78326
3556220,K01213.01,FALSE POSITIVE,1,-1467604222.7425425
3660924,K01214.01,CONFIRMED,1,-1987531272.9436452
3939150,K01215.01,CONFIRMED,1,-2020125714.1283913
3939150,K01215.02,CONFIRMED,2,-2234342604.4000487
3839488,K01216.01,CONFIRMED,1,-1811167375.113339
3542588,K01217.01,FALSE POSITIVE,1,-1649297970.1667557
3442055,K01218.01,CONFIRMED,1,-2004493694.161969
4043190,K01220.01,CONFIRMED,1,-1618867917.2445724
3640905,K01221.01,CONFIRMED,1,-2355836649.0913258
3640905,K01221.02,CONFIRMED,2,-2476787464.7720776
6613006,K01223.01,FALSE POSITIVE,1,8149225689.913659
6606653,K01224.01,FALSE POSITIVE,1,8149225689.948303
6620003,K01225.01,FALSE POSITIVE,1,8149225689.803801
6621116,K01226.01,FALSE POSITIVE,1,8149225689.798974
6629332,K01227.01,FALSE POSITIVE,1,8149225689.780574
6387450,K01228.01,FALSE POSITIVE,1,8149225689.913042
6470149,K01230.01,CANDIDATE,1,-795008488.8372221
6462874,K01231.01,FALSE POSITIVE,1,-1905026341.2463243
6462874,K01231.02,FALSE POSITIVE,2,-2556829009.582989
6665223,K01232.01,FALSE POSITIVE,1,2181385988.992564
6665223,K01232.02,FALSE POSITIVE,2,-2575194004.5127325
6545358,K01233.01,FALSE POSITIVE,1,3661814153.4557524
6390824,K01234.01,FALSE POSITIVE,1,-715749967.8199952
6546528,K01235.01,FALSE POSITIVE,1,-885540897.497692
6677841,K01236.01,CONFIRMED,1,-1549824464.3578305
6677841,K01236.02,CONFIRMED,2,-2284029466.3351903
6677841,K01236.04,CANDIDATE,4,-2292214967.533166
6531491,K01237.01,FALSE POSITIVE,1,-2016865950.191133
6383821,K01238.01,CONFIRMED,1,-2014576179.4009066
6607286,K01239.01,CANDIDATE,1,827702908.128177
6607286,K01239.02,CANDIDATE,2,-1437594261.6391854
6690082,K01240.01,CONFIRMED,1,577066659.321976
6690082,K01240.02,CONFIRMED,2,897441368.0200865
6448890,K01241.01,CONFIRMED,1,-2376890031.8498735
6448890,K01241.02,CONFIRMED,2,-2628396294.9125896
6607447,K01242.01,CANDIDATE,1,164628355.1511903
6677256,K01243.01,FALSE POSITIVE,1,-526146705.713556
6692833,K01244.01,FALSE POSITIVE,1,-1969846447.0131354
6693640,K01245.01,CONFIRMED,1,-1834561715.843835
6441738,K01246.01,CANDIDATE,1,-2043863715.8104634
8801343,K01247.01,FALSE POSITIVE,1,8149225689.926913
8488878,K01248.01,FALSE POSITIVE,1,8149225689.921507
8560285,K01249.01,FALSE POSITIVE,1,5602400347.47469
8620565,K01250.01,FALSE POSITIVE,1,4490772739.753913
8616873,K01251.01,FALSE POSITIVE,1,8149225689.856472
8737796,K01252.01,FALSE POSITIVE,1,-443990777.5948476
8462258,K01253.01,FALSE POSITIVE,1,-1570597077.1018581
8454250,K01254.01,CANDIDATE,1,2439171022.1520786
8494263,K01255.01,FALSE POSITIVE,1,-333222123.96138734
8848271,K01256.01,FALSE POSITIVE,1,3896346500.8572145
8751933,K01257.01,CONFIRMED,1,3419924375.613964
8630788,K01258.01,CONFIRMED,1,-1333303537.5285683
8630788,K01258.02,CONFIRMED,2,-2286483219.0220885
8630788,K01258.03,CANDIDATE,3,-2315931279.255034
8823426,K01259.01,FALSE POSITIVE,1,-96534634.58964263
8766222,K01260.01,FALSE POSITIVE,1,-2192495208.750906
8678594,K01261.01,CONFIRMED,1,-1085929931.1276376
8678594,K01261.02,CANDIDATE,2,-2200810237.6932955
8703884,K01262.01,FALSE POSITIVE,1,-516691935.77993864
8560840,K01263.01,FALSE POSITIVE,1,-2331783452.6211634
8612847,K01264.01,CONFIRMED,1,-1742078648.9465694
8552583,K01265.01,FALSE POSITIVE,1,-500295357.2051114
8547140,K01266.01,CONFIRMED,1,-1137181029.4240975
8519253,K01267.01,FALSE POSITIVE,1,-1091422456.2600944
8813698,K01268.01,CANDIDATE,1,155038880.10056493
8757910,K01269.01,FALSE POSITIVE,1,1694318152.4371853
8564587,K01270.01,CONFIRMED,1,2060296792.250255
8564587,K01270.02,CONFIRMED,2,-1689563760.9941535
8631160,K01271.01,CANDIDATE,1,298169390.745511
8806072,K01273.01,CONFIRMED,1,-1629652857.239616
8583696,K01275.01,CONFIRMED,1,-1015928371.0932286
8804283,K01276.01,CANDIDATE,1,-1779771711.854033
8804283,K01276.02,CANDIDATE,2,-2354924529.2734118
8552565,K01277.01,FALSE POSITIVE,1,252142461.1394621
8609450,K01278.01,CONFIRMED,1,-2104963279.7693079
8609450,K01278.02,CONFIRMED,2,-2100620540.1135805
8609450,K01278.03,CONFIRMED,3,-2494551577.600365
8609450,K01278.04,CONFIRMED,4,-2513687815.4928384
8609450,K01278.05,FALSE POSITIVE,5,-2612980815.627423
8628758,K01279.01,CONFIRMED,1,-1525837774.957564
8628758,K01279.02,CONFIRMED,2,-2229068390.0942993
8509361,K01280.01,FALSE POSITIVE,1,-1481518016.4091444
8742590,K01281.01,CANDIDATE,1,-1896390607.040257
8822366,K01282.01,CONFIRMED,1,-1888821374.9842348
8700771,K01283.01,CONFIRMED,1,-1870524911.0409868
10960993,K01284.01,FALSE POSITIVE,1,8149225689.951446
10879208,K01286.01,FALSE POSITIVE,1,4147560522.76979
10843203,K01287.01,FALSE POSITIVE,1,1269201130.0757647
10790387,K01288.01,CONFIRMED,1,1619754172.498119
10748393,K01289.01,FALSE POSITIVE,1,5030310633.856646
10748393,K01289.02,FALSE POSITIVE,2,-2429498988.941409
10874226,K01290.01,FALSE POSITIVE,1,4288315100.9974017
10661771,K01291.01,FALSE POSITIVE,1,-1688653261.0502987
10924853,K01292.01,FALSE POSITIVE,1,5345755251.62391
10874926,K01293.01,FALSE POSITIVE,1,4509723847.4590435
10549562,K01294.01,FALSE POSITIVE,1,-1580271000.1000073
10666230,K01295.01,FALSE POSITIVE,1,2899253369.3187594
10971674,K01296.01,CANDIDATE,1,8149225689.937714
10676923,K01297.01,FALSE POSITIVE,1,-1336578964.077288
10604335,K01298.01,CONFIRMED,1,-1051419630.0047812
10604335,K01298.02,CONFIRMED,2,-2567853883.2431555
10864656,K01299.01,CONFIRMED,1,-1742733890.179867
10975146,K01300.01,CONFIRMED,1,4701805699.10781
10538176,K01301.01,CONFIRMED,1,-1962160404.8857703
10538176,K01301.02,CONFIRMED,2,-2238477801.5955205
10724369,K01302.01,CONFIRMED,1,-1976921951.8134074
10867062,K01303.01,CANDIDATE,1,-2333559481.222326
10744335,K01304.01,CONFIRMED,1,-2009511273.1540737
10730034,K01305.01,CONFIRMED,1,-985152459.7003312
10730034,K01305.02,CONFIRMED,2,-2224625293.8421173
10858691,K01306.01,CONFIRMED,1,-1300966599.3035066
10858691,K01306.02,CONFIRMED,2,-1871134196.908608
10858691,K01306.03,CONFIRMED,3,-2131474793.908082
10858691,K01306.04,CONFIRMED,4,-2475759240.6320834
10973814,K01307.01,CONFIRMED,1,-1875496059.440542
10973814,K01307.02,CONFIRMED,2,-1617045366.994477
10586208,K01308.01,CONFIRMED,1,-1887536779.1871507
