"koi_disposition","kepid","kepoi_name","X","tce_plnt_num","tce_dor","tce_incl","tce_impact","tce_ingress","tce_ldm_coeff4","tce_model_chisq","tce_insol","tce_sradius","tce_slogg_prov","tce_sradius_prov","tcet_model_chisq","wst_depth","tce_mesmedian","tce_mesmad","tce_maxmesd","tce_minmesd","tce_bin_oedp_stat","tce_rminmes","tce_albedo","tce_albedo_stat","boot_mesmean","tce_rb_tcount3","tce_fwm_stat","tce_fwm_sra","tce_fwm_srao","tce_fwm_prao","tce_fwm_pdeco","tce_incl_sn","tce_impact_sn","tce_duration_sn","tce_ingress_sn","tce_depth_sn","tce_sma_sn","tce_insol_sn","tce_slogg_sn","tce_smet_sn","tce_albedo_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn","tce_dikco_mra_sn","tce_dikco_mdec_sn"
"FALSE POSITIVE",11913073,"K00011.01",10,1,2.2471655,64.3,0.9746,2.32,-0.3837206,11130,267.33,0.826,7,0,74070,76.72,-0.5094,0.9562,1.885,2.004,0.03068,0.0621,14.09,3.051,-0.45444,0,10818,19.40415,1.642,-0.0007874,0.004598,90.9862742323475,351.460512080779,74.0935952723207,74.0977323538805,32.8727770177839,5.09812617806852,3.21851673489044,28.5625,-0.133333333333333,3.28438228438228,16.2574257425743,-75.9285714285714,70.3058103975535,12.1633986928105,1.649300155521,-12.1279826464208
"CANDIDATE",5812701,"K00012.01",11,1,19.324694,89.18,0.277,0.6566,0.2255588,4227,163.29,1.367,8,0,109500,27.01,-0.03936,0.7078,-3.263,-2.963,0.5304,0.008416,1.864,0.7123,-0.13304,0,1550.1,19.830247,-0.0764,0.0004751,-0.0009708,2746.53526331999,27.3986152324431,1617.39130434783,142.739130434783,584.243964421855,6.13075657894737,4.13601823708207,33.1538461538461,0.466666666666667,1.53668590272053,-17.8922716627635,53.6748329621381,-1.82481203007519,0.182654838709677,-0.240537688442211,0.739277108433735
"CANDIDATE",9941662,"K00013.01",12,1,3.8879931,81.56,0.5709,0.285,-0.0173088,25810,37983.12,3.031,7,0,225000,14.28,-0.8822,1.26,0.8823,1.001,0.08052,0.001809,0.02523,-63.74,-1,0,0,19.131408,-0.176,0,0,1120.63753778511,169.255855321672,1944.95412844037,161.56462585034,3914.23670668954,2.52848722986248,1.57678080022317,11.3823529411765,0.1,1.65009810333551,-98.3240223463687,254.290909090909,0,4.84764453961456,2.94166666666667,6.58276836158192
"FALSE POSITIVE",7684873,"K00014.01",13,1,3.8052465,75.18,0.9735,0.7462,-0.0755976,6157,7909.8,2.234,7,0,79090,78.25,-0.239,1.056,1.497,1.569,1.833,0.05278,3.105,1.934,-0.21721,0,1644,19.507428,-1.363,0.0005353,5.322e-05,496.565389696169,1573.46048165508,185.755258126195,24.2982741777922,168.985750209556,4.33568281938326,2.57597024695419,20,-0.466666666666667,2.85386029411765,-31.0478359908884,4.858,2.59609756097561,11.9272425249169,-18.8420765027322,-2.81089820359281
"FALSE POSITIVE",3964562,"K00015.01",14,1,2.7150566,68.43,0.9981,1.557,-0.0413108,8859,7487.42,2.031,7,0,103200,133.4,-0.5239,1.239,1.504,1.625,0.0004082,0.02575,1.349,0.6071,-0.24834,0,0,19.607548,-84.28,0.092,0,80.4680150517404,94.3383742911153,160.981912144703,160.91360066143,145.744680851064,4.16426282051282,2.55730123708101,23,0.323076923076923,2.34445603058742,-957.727272727273,-90.1015228426396,0,135.973684210526,-135.923741007194,3.52115942028985
"FALSE POSITIVE",9110357,"K00016.01",15,1,1.2951693,40.03,0.9918,0.976,-0.0349994,31350,77476.19,3.325,7,0,206300,4.655,-0.5033,1.155,-0.2172,0.2813,3.086,0.01824,0.02843,-27.7,-0.21109,0,900730,19.882345,-275.6,0.04832,0.06975,7.56853847608244,66.4300066979236,20.8146726380891,20.8146726380891,8.96780786918753,2.14577530176416,1.31871649962614,8.62790697674418,-0.228571428571429,0.810433295324972,-1020.74074074074,-1299.34640522876,1265.88021778584,126.181112548512,-79.4314516129032,-109.756868131868
"CANDIDATE",10874614,"K00017.01",16,1,7.543308,89.84,0.02118,0.3059,-0.4132352,10060,799.56,1.291,9,0,108500,11.39,-0.3233,0.6445,1.647,1.853,0.002736,0.001026,0.06968,-40.98,-0.26604,0,1939.7,19.789151,0.05247,0.00086,0.0008648,30.8304735758408,0.0552281616688396,694.449816283117,54.6152472772719,2562.48483377821,15.4532527550658,7.91643564356436,70.6666666666667,2.26666666666667,3.06960352422908,12.7046004842615,34.6904761904762,5.20963855421687,1.03093610698366,1.05943641618497,2.50057306590258
"CANDIDATE",8191672,"K00018.01",17,1,6.4381651,89.93,0.007762,0.3336,0.114724,14670,1714.51,1.746,10,0,113400,18.02,-1.002,0.9878,1.778,1.396,27.36,0.001402,0.1112,-40.73,-0.17446,0,1052.3,19.960469,0.02196,0.0004054,-0.000686,7.50041701417848,0.00576243504083148,630.756465219195,43.3979445817614,2032.3751046609,14.2441528807758,7.98932898415657,81.4,0.266666666666667,5.09624197983501,3.4746835443038,9.62147887323943,-6.59615384615385,0.519657228017884,-0.0401748878923767,0.383323442136499
"FALSE POSITIVE",7255336,"K00019.01",18,1,2.5088119,67.67,0.9532,0.939,0.1757876,17450,4820.06,1.349,4,0,75410,4.417,-0.3652,1.013,0.8031,0.1906,237.3,0.002655,0.01422,-151,-0.11929,0,478.35,18.72959,0.02982,0.0004573,-2.683e-05,564.858096828047,771.821862348178,544.347826086957,544.347826086957,525.341130604289,5.79788605310647,3.45214682184423,26.25,-1.6,2.17864256166692,2.71090909090909,12.4145785876993,-0.484296028880866,1.60868924889543,-0.240134589502019,2.27342657342657
"CANDIDATE",11804465,"K00020.01",19,1,8.095565,90,0.0001978,0.4927,-0.1170738,9376,759.91,1.415,11,0,90600,20.15,-0.2555,0.8598,2.204,2.367,0.6937,0.0008342,0.1011,-24.28,-0.16924,0,8.0673,19.082895,-0.007793,-4.892e-05,8.806e-05,0.698757763975155,1.08741066520066e-05,1248.20430965682,124.325006308352,2586.58690176322,5.42330677290837,3.30726378552465,24.5294117647059,0.533333333333333,2.73095623987034,-2.27201166180758,4.86908077994429,0.224071246819338,0.0263577844311377,-0.61518776077886,-1.06941089837997
"FALSE POSITIVE",10125352,"K00021.01",20,1,6.6515913,81.4,0.9946,1.14,0.3816488,4948,2083.85,2.002,5,0,70050,247.3,-0.2087,0.9076,2.145,2.217,0.0297,0.01303,0.9076,-0.1816,0.074187,0,18087,18.982621,1.782,-0.006036,-0.00363,316.608323609491,84.2167654530059,249.398117750055,249.507550886408,284.210526315789,3.00675675675676,1.8312959724407,12.125,-1.6,1.78345450972686,80.6334841628959,42.2367149758454,-22.1341463414634,27.4706703910615,24.0982019363762,10.8252217997465
"CANDIDATE",9631995,"K00022.01",21,1,13.654196,87.99,0.4798,0.4817,-0.1986934,6005,264.29,1.237,12,0,84090,13.95,-0.07987,0.5767,4.309,2.122,0.5908,0.001237,0.306,-4.986,0.0025644,0,918.78,18.841973,-0.1774,0.001755,0.0009601,1552.94740557713,46.0019175455417,679.463171036205,68.5693950177936,1765.70747488507,6.96655231560892,4.5851839000694,35.9166666666667,1.6,2.19827586206897,-20.5086705202312,-12.9012517385257,4.06822033898305,0.335119047619048,-1.10876488095238,-2.12077151335312
"FALSE POSITIVE",9071386,"K00023.01",22,1,7.4043902,87.5,0.3229,0.574,0.055778,11590,882.39,1.47,4,0,257000,257.7,-0.1071,0.7498,2.35,2.173,2.185,0.01157,1.608,1.697,-0.076834,0,48.07,18.877756,0.0926,-0.000133,-1.322e-05,2112.50603573153,67.2428154935444,2410.72261072261,257.514580529385,2547.06927175844,6.55274077309456,4.1920756330467,35.1666666666667,1,4.48660714285714,37.1887550200803,22.9041095890411,-0.0439202657807309,0.152630792227205,1.93784570596798,-0.470714285714286
"FALSE POSITIVE",4743513,"K00024.01",23,1,4.0585341,76.89,0.9205,0.7433,0.3949304,42450,2746.81,1.417,5,0,775100,51.66,-0.08205,1.444,1.042,0.9486,1.024,0.01678,0.2652,-5.546,-0.12322,0,173010,19.387506,-7.817,0.02495,0.008371,593.745173745174,583.333333333333,220.173204279165,35.1774727875059,236.243936243936,3.29613175858706,1.97331139815227,14.0344827586207,-2.46666666666667,2.00150943396226,-468.083832335329,-244.660194174757,45.9945054945055,42.2192513368984,-58.0625,-22.3970802919708
"FALSE POSITIVE",10593759,"K00025.01",24,1,4.0798658,75.82,0.9997,1.802,0.0944608,16080,1028.37,1.181,7,0,114500,12.68,0.06588,0.5949,1.594,1.078,1.72e-05,0.0012,0.02944,-53.2,0.010832,0,11.039,19.284114,0.1456,-4.409e-05,-8.061e-05,437.759815242494,129.110164019114,1097.10806697108,1097.44214372716,345.997902831178,3.63122362869198,2.46605596988082,21.65,-0.2,1.6140350877193,29.7142857142857,13.3693304535637,-0.0775096153846154,0.185104790419162,0.618522388059701,1.3518086696562
"FALSE POSITIVE",5021737,"K00026.01",25,1,11.195662,84.88,1,2.653,0.2180108,21380,203.06,1.441,7,0,1706000,5328,-0.1946,1.288,8.106,8.269,0.000112,0.2542,124.7,2.331,-0.016501,0,325400,19.648665,-7.85,0.04122,-0.006092,85.4353296426774,4.67726847521048,1.12701784197111,1.12701784197111,0.357160647571606,3.8887199756765,2.65264532984977,22.1578947368421,-0.333333333333333,2.34928409947249,-785.785785785786,132.547169811321,-0.0181850746268657,50.7925257731959,-65.5474777448071,8.35866084425036
"FALSE POSITIVE",3832716,"K00027.01",26,1,5.2597108,88.91,0.1,0.3386,0.2244832,-1,5385.46,1.368,7,0,408000,98490,-78.4,111.2,0.5708,0.4792,0,0.1907,0,0,-1,0,0,0,0,0,0,-88.91,-0.1,-2,-0.3386,0,-0.02116,-5385.46,14.3103448275862,-1.26666666666667,0,0,0,0,0.375194610778443,-0.612064896755162,0.00117076005961252
"FALSE POSITIVE",4247791,"K00028.01",27,1,2.4965203,69.73,0.8648,4.031,-0.1204504,110900,2376.39,1.51,13,0,34830000,-94.48,0.8421,4.417,1.254,0.9675,0,0.0007707,0,0,-1,0,454450,19.144322,-0.03921,0.02208,0.02054,1190.33799931717,305.044091710758,8737.40110545139,8736.45426961422,5448.74715261959,3.4016522011921,1.99708386207592,14.2068965517241,0.2,0,-171.973684210526,-644.897959183673,1.68360655737705,0.61237668161435,0.45952802359882,0.087730985915493
"FALSE POSITIVE",6956014,"K00031.01",28,1,1.8313202,60.48,0.9024,0.1993,-0.5192744,29900,0,24.49,4,0,140500,5.774,-0.09805,0.8271,0.4094,0.3719,12.97,0.02124,0,0,0.021798,0,37.393,19.602121,0.02297,-1.231e-05,3.581e-05,13.3186522792336,28.2884012539185,39.3928174750093,2.83822272856736,78.2277710109622,0,0,13.5833333333333,-0.266666666666667,0,0.582994923857868,-6.80188679245283,3.16902654867257,1.96101871101871,0.916186895810956,1.59386243386243
"FALSE POSITIVE",5725087,"K00033.01",29,1,2.3013559,66.98,0.9,0.03171,-0.4798396,19720,0,31.5,14,0,123000,20.78,-0.4594,1.006,0.375,0.2958,0,0.1932,0,0,-1,0,63.814,19.79781,-2.05,3.992e-05,-5.153e-05,4.31016731016731,6.797583081571,22.4251553379778,0.716124661246613,11.4036076662909,0,0,56.3333333333333,-1.92,0,-3.0058651026393,3.76113360323887,-3.43533333333333,2.01731748726655,-0.58125,2.5618
"CANDIDATE",6521045,"K00041.01",30,1,9.3847754,85.09,0.8036,0.2673,-0.231108,5333,184.08,1.474,1,0,68940,9.475,-0.1047,0.6343,8.947,3.324,0.4335,0.04151,10.42,2.539,-0.060591,0,75.691,19.425728,-0.143,0.0001068,-0.0001281,44.3639207507821,7.14311111111111,49.6562261268144,1.77254641909814,76.1101549053356,20.2003338898164,11.7173774665818,137.333333333333,0.666666666666667,2.8101402373247,-1.02877697841727,2.7724358974359,-3.71304347826087,2.515,-2.11040816326531,1.48238249594814
"CANDIDATE",6521045,"K00041.02",31,2,5.295355,80.18,0.9031,0.2167,-0.231108,6520,421.34,1.474,1,0,64080,6.537,0.01846,0.6111,3.44,2.132,0.3977,0.09423,8.538,2.01,-0.037816,0,19.441,19.425742,0.3955,-3.921e-06,-5.996e-05,11.5900549291703,7.4513201320132,19.1533277169334,0.768439716312057,30.1236146632566,20.2048260381594,11.7201668984701,137.333333333333,0.666666666666667,2.2768,1.18059701492537,1.90679347826087,-2.30615384615385,3.44747474747475,-2.16606060606061,2.26572327044025
"CANDIDATE",6521045,"K00041.03",32,3,19.566959,87.33,0.9113,0.365,-0.231108,1612,47.62,1.474,1,0,58390,18.91,-0.04386,0.7161,13.27,-1.206,0.1771,0.1959,156.4,2.492,-0.082672,0,3.2297,19.425742,0.4093,-6.725e-06,-5.045e-05,43.5343968095713,7.73599320882852,13.7756497948016,0.718786923985821,18.9148646015975,20.2075471698113,11.7290640394089,137.333333333333,0.666666666666667,2.50801796023092,0.7994140625,0.655536028119508,-0.912296564195298,0.534261744966443,0.125323754789272,-0.624764150943396
"CANDIDATE",8866102,"K00042.01",33,1,14.442833,86.5,0.8822,0.3838,0.1482676,2934,133.23,1.337,1,0,76970,6.4,-0.02766,0.7508,6.561,10.18,1.853,0.02262,9.228,2.088,-0.1775,0,102.69,18.87672,0.2593,0.0002523,0.0001457,269.470404984424,48.6865342163355,88.6234148134534,6.32185801350683,124.529027297193,22.9886914378029,12.7370936902486,142.333333333333,0,2.34213197969543,1.87898550724638,5.51415094339623,4.24781341107872,0.718925714285714,1.68732782369146,0.537312961011591
"FALSE POSITIVE",9025922,"K00043.01",34,1,11.133894,85.44,0.885,0.9604,-0.2420112,4843,102.67,1,15,1,89640,858.2,-0.3223,0.7715,8.339,8.172,1.035,0.01863,124.4,16.91,-0.080007,0,60703,19.550079,-37.61,0.09774,0.06295,250.630683484893,59.7972972972973,43.6054421768707,6.96952104499274,72.4979658258747,1011375.28182005,0,0,1.06666666666667,17.0551137921579,-385.348360655738,-256.118143459916,143.721461187215,25.3837837837838,-102.267543859649,-68.0627737226277
"FALSE POSITIVE",8845026,"K00044.01",35,1,27.370213,89.38,0.2966,2.016,-0.261181,3437,11.2,1.073,13,0,85520,426.6,-0.07616,0.727,21.75,1.744,1.601,0.02518,171.2,2.641,-0.042249,0,978.52,20.010143,0.7125,0.004064,-0.001799,2724.16946053033,20.7267645003494,877.669039145907,93.0318412551915,355.852098971365,4.06021558666832,2.55707762557078,22,0.6,2.65632273079907,49.1379310344827,-18.25,-1.05204678362573,1.82228187919463,-0.921253196930946,-0.907493472584856
"FALSE POSITIVE",3742855,"K00045.01",36,1,7.1156535,83.81,0.767,1.583,-0.2420112,12670,219.76,1,15,1,124800,1443,-0.3465,1.183,3.162,2.958,1.504,0.02589,15.35,42.67,-0.22386,0,147990,19.351142,2.72,0.04568,-0.05663,1518.84740848133,259.38451132905,371.882951653944,71.8239564428312,428.319753358291,4717482.51748252,0,0,1.06666666666667,45.6437704430568,174.358974358974,306.356589147287,-17.0572289156627,15.103125,29.9742198100407,79.5251798561151
"CANDIDATE",10905239,"K00046.01",37,1,5.1037458,81.91,0.7179,0.271,-0.4268546,12970,1033.43,1.593,16,0,67860,7.866,-0.349,0.8529,2.35,0.8991,0.02895,0.0101,0.2432,-5.126,-0.28113,0,10.616,18.883698,-0.055,-0.0001073,-7.65e-05,55.3445945945946,11.0242628992629,79.6651200322776,4.63247863247863,306.669831474009,4.55731225296443,2.85675190048376,20.35,2,1.64769647696477,-1.04961832061069,4.60332541567696,-1.32124352331606,0.48821997105644,0.372426367461431,1.82691218130312
"CANDIDATE",10905239,"K00046.02",38,2,5.5083592,80.73,0.8875,0.1389,-0.4268546,5756,498.04,1.593,16,0,57220,17.58,-0.05106,0.7184,2.343,2.731,0.1167,0.3734,24.95,0.6736,-0.19528,0,1.123,18.883666,-1.214,5.168e-05,2.684e-05,2.31716417910448,1.21359223300971,5.50013590649633,0.148492623476588,8.67726779906035,4.5562414266118,2.85671676035333,20.35,2,0.701631046119235,-0.682022471910112,-0.296573426573427,0.390116279069767,0.772621848739496,0.553897260273973,0.495086538461538
"FALSE POSITIVE",7837302,"K00048.01",39,1,24.307847,87.74,0.9578,2.971,0.2369668,4672,168.65,1.94,13,0,473700,45.45,-0.04416,0.8036,4.114,3.848,10.98,0.001023,0.2603,-3.26,-0.082924,0,84.124,19.770257,-0.005123,4.268e-05,-0.0006494,3459.77917981073,115.536791314837,1005.58375634518,1005.41455160745,1532.15767634855,1.99184554502938,1.1665629107007,7.62745098039216,-1.33333333333333,1.14720141031291,-1.38459459459459,-1.0226368159204,-0.297889908256881,0.341826347305389,1.0634375,0.812195845697329
"CANDIDATE",9527334,"K00049.01",40,1,13.136569,86.49,0.8033,0.2376,-0.2000496,3966,145.89,0.951,4,0,87360,30.21,-0.01893,0.5991,4.638,4.838,1.751,0.03878,12.25,2.369,-0.18511,0,3.3516,19.483272,0.135,0.0001002,8.647e-06,77.9891794409378,8.80135860633286,33.3226427196921,2.18382352941176,94.3058443058443,7.12771503040834,4.42761760242792,37.5833333333333,0.466666666666667,2.57949041903559,1.57342657342657,-1.31456953642384,0.110434227330779,0.48161,0.10642277486911,0.100731543624161
"FALSE POSITIVE",6056992,"K00051.01",41,1,16.46754,86.72,0.9433,1.932,-0.2420112,3729,114.51,1,15,1,66710,106.1,0.04342,0.63,6.078,1.229,0.4969,0.005624,0.7755,-0.5675,0.015739,0,11958,19.727903,-0.8123,0.01613,0.04291,640.946045824094,32.2937350222526,250,249.902987970508,435.828073339345,6271812.08053691,0,0,1.06666666666667,1.96080910240202,-36.2633928571429,-29.6143497757848,5.79864864864865,8.51973094170403,-14.5125,-22.023709902371
"FALSE POSITIVE",3558981,"K00052.01",42,1,8.7316821,85.67,0.6595,0.7326,-0.510584,13150,303.14,0.821,13,0,318500,1172,-0.1929,1.447,1.496,1.571,0.4657,0.01337,2.923,3.583,-0.11739,0,0,19.665174,0.4727,0,-0.003217,5562.98701298701,484.214390602056,1175.78994214508,240.43321299639,1241.87517975266,7.83367139959432,4.17548209366391,45.4,0.233333333333333,5.444216800149,95.1106639839035,-113.221957040573,-0.544331641285956,0.70533234859675,0.403060921248143,-1.35790801186944
"FALSE POSITIVE",2445975,"K00053.01",43,1,7.923965,84.48,0.7618,0.5502,-0.2420112,14270,512.7,1,15,1,74540,198,-0.2439,1.778,0.2292,2.421,8.481e-05,0.0171,1.586,3.276,-0.25459,0,3147.9,19.468717,-0.4423,0.004894,-0.00428,687.388120423108,104.801210620443,192.622352081812,31.9326755658735,310.912643036562,9839572.19251337,0,0,1.06666666666667,8.87024608501119,-25.5664739884393,-19.475,-2.89189189189189,8.61533333333333,-11.6925742574257,9.63225806451613
"FALSE POSITIVE",8248939,"K00061.01",44,1,2.757259,70.8,0.9066,0.1659,0.1830984,15240,2221.5,1.091,13,0,120100,9.879,0.08732,1.559,0.946,-0.3583,0.1402,0.0558,1.387,0.5437,0.09411,0,114340,19.795291,-17.03,0.003007,-0.0036,10.5294467578822,14.6936790923825,22.3263393766551,1.46038732394366,43.3578431372549,3.80866174627489,2.50259102379236,21.85,-0.8,1.94885485457356,-190.279329608939,232.159090909091,-227.848101265823,73.32625,-53.5662983425414,58.8320105820106
"CANDIDATE",11554435,"K00063.01",45,1,20.055322,88.02,0.6946,0.3126,-0.3772572,3729,92.65,0.886,17,0,111200,23.52,0.001145,0.6654,4.981,3.523,0.05511,0.004245,2.623,1.881,-0.37301,0,19.576,19.28175,0.1696,2.272e-05,-9.444e-05,1245.85987261146,53.8032532920217,271.710526315789,25.4767726161369,581.839047482427,8.25915221579961,4.97049356223176,45.2,0.266666666666667,3.04045438738843,24.7230320699708,30.8,-0.858545454545455,0.236653005464481,2.09323204419889,2.58759036144578
"CANDIDATE",7051180,"K00064.01",46,1,4.7654583,79.11,0.9001,0.2784,-0.4629688,9038,3827.18,2.426,0,0,74260,59.57,-0.3537,0.7434,0.975,0.4625,0.00238,0.01573,0.3659,-11.94,0.10313,0,15.203,19.767366,-0.2441,2.265e-05,7.244e-05,122.937062937063,84.5958646616541,67.4180327868852,8.61652739090065,179.332273449921,10.78079059131,7.20301883951593,62.8333333333333,0,6.89207006969297,-8.19127516778524,-3.72847682119205,1.69648711943794,0.875162241887906,-1.37746164574616,-2.37091988130564
"FALSE POSITIVE",10620329,"K00066.01",47,1,4.2481216,77.77,0.9,0.05722,-0.0288688,13020,68039.11,2.622,18,0,97170,19.61,-9.195,28.81,0.4413,0.5288,5.927e-16,0.7257,0.2612,-6.941,-1,2,0,19.913959,0.3754,0,-2.884e-05,26.8357487922705,21.2214100448008,35.4498594189316,2.32224025974026,84.5390657296403,4.05193349523632,2.51621880295353,16.7391304347826,-2.53333333333333,2.45488721804511,3.5752380952381,-0.284104389086596,-1.66705202312139,2.31242236024845,2.10065400843882,0.41135046728972
"FALSE POSITIVE",8669092,"K00068.01",48,1,4.0034094,88.57,0.1,0.07916,0.500954,-1,30451.16,3.177,5,0,113600,15.12,-0.8544,1.836,0.5958,-0.25,0,0.088,0,0,-1,0,10.815,18.79287,-0.06281,-3.973e-06,-5.345e-05,-88.57,-0.1,-2,-0.07916,-1874,-0.02154,-30451.16,10.1714285714286,-2.34285714285714,0,-0.280401785714286,1.03448275862069,-1.69145569620253,3.75702702702703,-4.29068062827225,-2.3537962962963
